# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 12 06:00:32 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_locale:    Discovery Locale
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN disc_instrument: Discovery Instrument
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,sy_dist
129,EPIC 201238110 b,EPIC 201238110,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,28.16560000,,1.870,4.16000,159.2590000
130,EPIC 201427007 b,EPIC 201427007,1,1,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.72091000,,1.500,2.86000,706.3910000
131,EPIC 201497682 b,EPIC 201497682,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.13174000,,0.692,0.26000,253.0260000
132,EPIC 201595106 b,EPIC 201595106,1,1,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.87721400,,1.300,2.24000,232.1000000
133,EPIC 201615463 c,K2-166,1,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.80464000,,1.220,1.98000,476.8820000
134,EPIC 201754305 d,K2-16,1,3,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.71578000,,1.030,1.08000,334.9670000
135,EPIC 201757695.02,EPIC 201757695,1,1,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.04780000,0.029600,0.908,0.68800,577.6000000
136,EPIC 201833600 c,K2-50,1,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.96151000,,1.000,0.97200,257.4430000
137,EPIC 201841433 b,EPIC 201841433,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.16980000,0.035000,1.040,1.12000,436.4880000
138,EPIC 205950854 c,K2-168,1,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,8.05072200,,1.310,2.27000,243.9350000
139,EPIC 206024342 b,EPIC 206024342,1,3,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,4.50756000,,1.700,3.53000,369.8880000
140,EPIC 206024342 c,EPIC 206024342,1,3,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.91172400,,1.400,2.54000,369.8880000
141,EPIC 206024342 d,EPIC 206024342,1,3,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,14.64753100,,2.600,7.27000,369.8880000
142,EPIC 206032309 b,EPIC 206032309,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.87814000,,1.010,1.01000,161.3650000
143,EPIC 206042996 b,EPIC 206042996,1,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.29860000,,1.700,3.53000,451.7690000
144,EPIC 206042996 c,EPIC 206042996,1,2,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.35488400,,1.200,1.87000,451.7690000
145,EPIC 206215704 b,EPIC 206215704,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.25543600,,1.000,0.97200,109.8880000
146,EPIC 206317286 b,EPIC 206317286,1,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1.58252000,,0.960,0.84000,314.3500000
147,EPIC 206317286 c,EPIC 206317286,1,2,0,Transit,2022,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,17.51547200,,2.094,5.03000,314.3500000
148,EPIC 211822797 b,EPIC 211822797,1,1,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,21.17019630,0.119500,1.920,4.35000,186.1970000
149,EPIC 211945201 b,EPIC 211945201,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,19.49221000,0.149300,5.760,27.00000,181.6900000
150,EPIC 212297394 b,EPIC 212297394,1,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2.28936300,,1.480,2.79000,418.3950000
151,EPIC 212297394 c,EPIC 212297394,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.21396500,,2.270,5.77000,418.3950000
152,EPIC 212424622 b,EPIC 212424622,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,18.09830000,,2.170,5.35000,611.8040000
153,EPIC 212499991 b,EPIC 212499991,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,34.88500000,,1.600,3.19000,283.2900000
154,EPIC 212587672 b,EPIC 212587672,1,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,15.28078000,,1.260,2.13000,320.0700000
155,EPIC 212587672 c,EPIC 212587672,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,23.22855500,,2.320,5.99000,320.0700000
156,EPIC 212624936 b,EPIC 212624936,1,2,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.57865700,,1.200,1.87000,561.9290000
157,EPIC 212624936 c,EPIC 212624936,1,2,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,11.81143700,,2.300,5.90000,561.9290000
158,EPIC 212737443 b,EPIC 212737443,1,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.60300000,0.098000,2.586,7.20000,336.2500000
159,EPIC 212737443 c,EPIC 212737443,1,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,65.55000000,0.280000,2.690,7.70000,336.2500000
160,EPIC 220492298 b,EPIC 220492298,1,1,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.76240600,,0.990,0.93700,624.5120000
161,EPIC 220554210 c,K2-282,1,2,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.70531000,,1.600,3.19000,496.2890000
162,EPIC 220674823 b,EPIC 220674823,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.57121200,0.013120,1.600,7.72000,244.5900000
163,EPIC 220674823 c,EPIC 220674823,1,2,0,Transit,2016,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,13.33461500,0.109100,2.200,5.80000,244.5900000
164,EPIC 228836835 b,EPIC 228836835,1,1,0,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0.72811300,,1.100,1.37000,150.1240000
165,EPIC 246851721 b,EPIC 246851721,2,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,6.18023500,0.072290,11.781,953.49000,372.6320000
166,EPIC 248847494 b,EPIC 248847494,1,1,0,Transit,2018,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3650.00000000,4.500000,12.442,4131.79000,551.8860000
167,EPIC 249893012 b,EPIC 249893012,1,3,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,3.59510000,0.047000,1.950,8.75000,321.2960000
168,EPIC 249893012 c,EPIC 249893012,1,3,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,15.62400000,0.130000,3.670,14.67000,321.2960000
169,EPIC 249893012 d,EPIC 249893012,1,3,0,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,35.74700000,0.220000,3.940,10.18000,321.2960000
170,FU Tau b,FU Tau,1,1,0,Imaging,2008,Space,Spitzer Space Telescope,0.85 m Spitzer Space Telescope,IRAC Infrared Array Camera,,800.000000,12.200,5085.28000,133.4950466
171,G 264-012 b,G 264-012,1,2,0,Radial Velocity,2021,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,2.30538000,0.022790,1.390,2.50000,16.0090000
172,G 264-012 c,G 264-012,1,2,0,Radial Velocity,2021,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,8.05180000,0.052500,1.760,3.75000,16.0090000
173,G 9-40 b,G 9-40,1,1,0,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,5.74600700,0.038500,2.025,4.76000,27.9276000
174,GJ 1002 b,GJ 1002,1,2,0,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,10.34650000,0.045700,1.030,1.08000,4.8486700
175,GJ 1002 c,GJ 1002,1,2,0,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,21.20200000,0.073800,1.100,1.36000,4.8486700
176,GJ 1061 b,GJ 1061,1,3,0,Radial Velocity,2020,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3.20400000,0.021000,1.100,1.37000,3.6727800
177,GJ 1061 c,GJ 1061,1,3,0,Radial Velocity,2020,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,6.68900000,0.035000,1.180,1.74000,3.6727800
178,GJ 1061 d,GJ 1061,1,3,0,Radial Velocity,2020,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,13.03100000,0.054000,1.160,1.64000,3.6727800
179,GJ 1132 b,GJ 1132,1,2,0,Transit,2015,Ground,Cerro Tololo Inter-American Observatory,MEarth-South telescope array,Apogee CCD Sensor,1.62893100,0.015300,1.130,1.66000,12.6130000
180,GJ 1132 c,GJ 1132,1,2,0,Radial Velocity,2018,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,8.92900000,0.047600,1.430,2.64000,12.6130000
181,GJ 1148 b,GJ 1148,1,2,0,Radial Velocity,2010,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,41.38000000,0.166000,11.900,96.70000,11.0143000
182,GJ 1148 c,GJ 1148,1,2,0,Radial Velocity,2017,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,532.58000000,0.912000,9.710,68.06000,11.0143000
183,GJ 1151 c,GJ 1151,1,1,0,Radial Velocity,2023,Ground,Multiple Facilities,Multiple Telescopes,Multiple Instruments,389.70000000,0.571400,3.250,10.62000,8.0362500
184,GJ 1214 b,GJ 1214,1,1,0,Transit,2009,Ground,MEarth Project,0.4 m MEarth Telescope,Apogee CCD Sensor,1.58040433,0.014900,2.742,8.17000,14.6427000
185,GJ 1252 b,GJ 1252,1,1,0,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.51824160,0.009150,1.180,1.32000,20.3730000
186,GJ 1265 b,GJ 1265,1,1,0,Radial Velocity,2018,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,3.65110000,0.026000,2.630,7.40000,10.2525000
187,GJ 143 b,GJ 143,1,2,0,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,35.61253000,0.191500,2.610,22.70000,16.3200000
188,GJ 15 A b,GJ 15 A,2,2,0,Radial Velocity,2014,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,11.44070000,0.072000,1.550,3.03000,3.5622800
189,GJ 15 A c,GJ 15 A,2,2,0,Radial Velocity,2018,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,7600.00000000,5.400000,6.670,36.00000,3.5622800
190,GJ 160.2 b,GJ 160.2,1,1,0,Radial Velocity,2014,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,5.23540000,0.053000,3.170,10.20000,25.8557000
191,GJ 163 b,GJ 163,1,3,0,Radial Velocity,2013,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,8.63182000,0.060700,3.250,10.60000,15.1285000
192,GJ 163 c,GJ 163,1,3,0,Radial Velocity,2013,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,25.63058000,0.125400,2.500,6.80000,15.1285000
193,GJ 163 d,GJ 163,1,3,0,Radial Velocity,2013,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,603.95116000,1.030400,5.920,29.40000,15.1285000
194,GJ 179 b,GJ 179,1,1,0,Radial Velocity,2009,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,2288.00000000,2.410000,13.900,260.61000,12.3560000
195,GJ 180 b,GJ 180,1,3,0,Radial Velocity,2014,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,17.13300000,0.092000,2.430,6.49000,11.9407000
196,GJ 180 c,GJ 180,1,3,0,Radial Velocity,2014,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,24.32900000,0.129000,2.410,6.40000,11.9407000
197,GJ 180 d,GJ 180,1,3,0,Radial Velocity,2020,Ground,Multiple Facilities,Multiple Telescopes,Multiple Instruments,106.30000000,0.309000,2.660,7.56000,11.9407000
198,GJ 2030 b,GJ 2030,1,2,0,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2.38128933,0.034411,1.980,4.59248,37.0788000
199,GJ 2030 c,GJ 2030,1,2,0,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,25533.11353048,16.763449,12.300,4067.84698,37.0788000
200,GJ 2056 b,GJ 2056,1,1,0,Radial Velocity,2020,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,69.97100000,0.283000,4.170,16.20000,28.4434000
201,GJ 229 A c,GJ 229,2,2,0,Radial Velocity,2020,Ground,Multiple Facilities,Multiple Telescopes,Multiple Instruments,121.93267601,0.384214,2.870,8.57613,5.7562400
202,GJ 229 b,GJ 229,2,2,0,Radial Velocity,2014,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,579.47494672,1.086215,3.960,14.85045,5.7562400
203,GJ 251 b,GJ 251,1,1,0,Radial Velocity,2020,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,14.23800000,0.081800,1.830,4.00000,5.5805700
204,GJ 27.1 b,GJ 27.1,1,1,0,Radial Velocity,2014,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,15.81900000,0.101000,3.660,13.00000,23.6062000
205,GJ 273 b,GJ 273,1,2,0,Radial Velocity,2017,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,18.64980000,0.091101,1.510,2.89000,5.9215350
206,GJ 273 c,GJ 273,1,2,0,Radial Velocity,2017,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,4.72340000,0.036467,1.060,1.18000,5.9215350
207,GJ 3021 b,GJ 3021,2,1,0,Radial Velocity,2000,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,133.71000000,0.490000,13.100,1071.04000,17.5559000
208,GJ 3082 b,GJ 3082,1,1,0,Radial Velocity,2020,Ground,Multiple Facilities,Multiple Telescopes,Multiple Instruments,11.94900000,0.079000,2.790,8.20000,16.6186000
209,GJ 3090 b,GJ 3090,1,1,0,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.85313600,0.031650,2.130,3.34000,22.4751000
210,GJ 3138 b,GJ 3138,1,3,0,Radial Velocity,2017,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1.22003000,0.019700,1.180,1.78000,28.4712000
211,GJ 3138 c,GJ 3138,1,3,0,Radial Velocity,2017,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,5.97400000,0.057000,1.880,4.18000,28.4712000
212,GJ 3138 d,GJ 3138,1,3,0,Radial Velocity,2017,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,257.80000000,0.698000,3.230,10.50000,28.4712000
213,GJ 317 b,GJ 317,1,2,0,Radial Velocity,2007,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,695.66000000,1.151000,13.300,794.50000,15.1968000
214,GJ 317 c,GJ 317,1,2,0,Radial Velocity,2018,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,6739.32300000,5.230000,13.500,522.50000,15.1968000
215,GJ 3222 b,GJ 3222,1,1,0,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,10.66668640,0.091179,3.450,11.73969,18.2381700
216,GJ 328 b,GJ 328,1,1,0,Radial Velocity,2013,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,4100.00000000,4.500000,13.300,731.00000,20.5266000
217,GJ 3293 b,GJ 3293,1,4,0,Radial Velocity,2015,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,30.59870000,0.143390,5.190,23.54000,20.1903000
218,GJ 3293 c,GJ 3293,1,4,0,Radial Velocity,2015,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,122.61960000,0.361750,4.870,21.09000,20.1903000
219,GJ 3293 d,GJ 3293,1,4,0,Radial Velocity,2017,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,48.13450000,0.193940,2.670,7.60000,20.1903000
220,GJ 3293 e,GJ 3293,1,4,0,Radial Velocity,2017,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,13.25430000,0.082080,1.630,3.28000,20.1903000
221,GJ 3323 b,GJ 3323,1,2,0,Radial Velocity,2017,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,5.36360000,0.032820,1.230,2.02000,5.3748400
222,GJ 3323 c,GJ 3323,1,2,0,Radial Velocity,2017,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,40.54000000,0.126400,1.320,2.31000,5.3748400
223,GJ 3341 b,GJ 3341,1,1,0,Radial Velocity,2015,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,14.20700000,0.089000,2.460,6.60000,23.6190000
224,GJ 338 B b,GJ 338 B,2,1,0,Radial Velocity,2020,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,24.42200000,0.142000,3.250,10.60000,6.3325600
225,GJ 3470 b,GJ 3470,1,1,0,Radial Velocity,2012,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3.33664960,0.035500,4.570,13.90000,29.4214000
226,GJ 3473 b,GJ 3473,2,2,0,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,1.19800350,0.015890,1.264,1.86000,27.3644000
227,GJ 3473 c,GJ 3473,2,2,0,Radial Velocity,2020,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,15.50900000,0.087600,2.630,7.41000,27.3644000
228,GJ 3512 b,GJ 3512,1,2,0,Radial Velocity,2019,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,203.69000000,0.337000,14.300,146.20107,9.4863700
229,GJ 3512 c,GJ 3512,1,2,0,Radial Velocity,2020,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1599.60000000,1.292000,9.320,63.56568,9.4863700
230,GJ 357 b,GJ 357,1,3,0,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,3.93072000,0.035000,1.217,1.84000,9.4418100
231,GJ 357 c,GJ 357,1,3,0,Radial Velocity,2019,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,9.12470000,0.061000,1.660,3.40000,9.4418100
232,GJ 357 d,GJ 357,1,3,0,Radial Velocity,2019,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,55.66100000,0.204000,2.340,6.10000,9.4418100
233,GJ 3634 b,GJ 3634,1,1,0,Radial Velocity,2010,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,2.64561000,0.028700,2.830,8.40000,20.3779000
234,GJ 367 b,GJ 367,1,1,0,Transit,2021,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0.32196200,0.007100,0.718,0.54600,9.4126300
235,GJ 3779 b,GJ 3779,1,1,0,Radial Velocity,2018,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,3.02320000,0.026000,2.750,8.00000,13.7430000
236,GJ 3929 b,GJ 3929,1,2,0,Transit,2022,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,2.61623500,0.025200,1.090,1.75000,15.8095000
237,GJ 3929 c,GJ 3929,1,2,0,Radial Velocity,2022,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,15.04000000,0.081000,2.260,5.71000,15.8095000
238,GJ 393 b,GJ 393,1,1,0,Radial Velocity,2021,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,7.02679000,0.054020,1.170,1.71000,7.0314900
239,GJ 3942 b,GJ 3942,1,1,0,Radial Velocity,2017,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,6.90500000,0.060800,2.570,7.14000,16.9287000
240,GJ 3998 b,GJ 3998,1,2,0,Radial Velocity,2016,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,2.64977000,0.029000,1.380,2.47000,18.1459000
241,GJ 3998 c,GJ 3998,1,2,0,Radial Velocity,2016,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,13.74000000,0.089000,2.380,6.26000,18.1459000
242,GJ 411 b,GJ 411,1,2,0,Radial Velocity,2019,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,12.93940000,0.078790,1.450,2.69000,5.6757730
243,GJ 414 A b,GJ 414 A,2,2,0,Radial Velocity,2021,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,50.80000000,0.232400,2.630,7.60000,11.8893000
244,GJ 414 A c,GJ 414 A,2,2,0,Radial Velocity,2021,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,749.83000000,1.400000,8.400,53.83000,11.8893000
245,GJ 422 b,GJ 422,1,1,0,Radial Velocity,2014,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,20.12900000,0.111000,3.330,11.07000,12.6631000
246,GJ 4276 b,GJ 4276,1,1,0,Radial Velocity,2019,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,13.35200000,0.082000,4.220,16.57000,21.3362000
247,GJ 433 b,GJ 433,1,3,0,Radial Velocity,2011,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,7.37050000,0.062000,2.330,6.04300,9.0645600
248,GJ 433 c,GJ 433,1,3,0,Radial Velocity,2014,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,5094.10500000,4.819000,6.270,32.42200,9.0645600
249,GJ 433 d,GJ 433,1,3,0,Radial Velocity,2020,Ground,Multiple Facilities,Multiple Telescopes,Multiple Instruments,36.05900000,0.178000,2.140,5.22300,9.0645600
250,GJ 436 b,GJ 436,1,1,0,Radial Velocity,2004,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,2.64388312,0.029100,4.170,22.10000,9.7532100
251,GJ 480 b,GJ 480,1,1,0,Radial Velocity,2020,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,9.56700000,0.068000,3.690,13.20000,14.2358000
252,GJ 486 b,GJ 486,1,1,0,Radial Velocity,2021,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,1.46711900,0.017340,1.305,2.82000,8.0742600
253,GJ 504 b,GJ 504,1,1,0,Imaging,2013,Ground,Subaru Telescope,8.2 m Subaru Telescope,HiCIAO Camera,,43.500000,13.000,1271.30000,17.5299000
254,GJ 514 b,GJ 514,1,1,0,Radial Velocity,2022,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,140.43000000,0.422000,2.130,5.20000,7.6177800
255,GJ 536 b,GJ 536,1,1,0,Radial Velocity,2016,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,8.70760000,0.066610,2.170,5.36000,10.4092000
256,GJ 581 b,GJ 581,1,3,0,Radial Velocity,2005,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,5.36860000,0.040610,4.110,15.80000,6.2981000
257,GJ 581 c,GJ 581,1,3,0,Radial Velocity,2007,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,12.91400000,0.072100,2.210,5.50000,6.2981000
258,GJ 581 e,GJ 581,1,3,0,Radial Velocity,2009,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3.14900000,0.028150,1.170,1.70000,6.2981000
259,GJ 625 b,GJ 625,1,1,0,Radial Velocity,2017,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,14.62800000,0.078361,1.490,2.82000,6.4724900
260,GJ 649 b,GJ 649,1,1,0,Radial Velocity,2009,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,598.30000000,1.135000,12.500,104.24400,10.3796000
261,GJ 667 C b,GJ 667 C,3,5,0,Radial Velocity,2011,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,7.20040000,0.050500,2.230,5.60000,7.2439600
262,GJ 667 C c,GJ 667 C,3,5,0,Radial Velocity,2011,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,28.14000000,0.125000,1.770,3.80000,7.2439600
263,GJ 667 C e,GJ 667 C,3,5,0,Radial Velocity,2013,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,62.24000000,0.213000,1.450,2.70000,7.2439600
264,GJ 667 C f,GJ 667 C,3,5,0,Radial Velocity,2013,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,39.02600000,0.156000,1.450,2.70000,7.2439600
265,GJ 667 C g,GJ 667 C,3,5,0,Radial Velocity,2013,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,256.20000000,0.549000,1.990,4.60000,7.2439600
266,GJ 674 b,GJ 674,1,1,0,Radial Velocity,2007,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,4.69380000,0.039000,3.330,11.09000,4.5489600
267,GJ 676 A b,GJ 676 A,2,4,0,Radial Velocity,2010,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1051.44520601,1.734535,12.800,1837.01057,16.0272000
268,GJ 676 A c,GJ 676 A,2,4,0,Radial Velocity,2016,Ground,Paranal Observatory,Very Large Telescope (Antu),FORS2,13921.42302046,9.678080,12.300,4271.00959,16.0272000
269,GJ 676 A d,GJ 676 A,2,4,0,Radial Velocity,2012,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,3.60075682,0.039322,1.770,3.79832,16.0272000
270,GJ 676 A e,GJ 676 A,2,4,0,Radial Velocity,2012,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,35.47357709,0.180707,2.480,6.69167,16.0272000
